"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"3083","91/03-03-030-24W3/0","191030303024W300",51.5420668,-109.298138,718.23,1514,2014-10-18,2014-09-06,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3084","91/03-05-026-18W3/0","191030502618W300",51.1989312,-108.4862135,684.87,1941,2010-12-13,2010-11-27,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3085","91/03-05-031-18W3/0","191030503118W300",51.6215633,-108.5326119,721.16,1449,2011-12-07,2011-09-18,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3086","91/03-29-030-23W3/0","191032903023W300",51.6001112,-109.203282,700.92,1490,2012-07-22,2012-06-11,"Horizontal","LUCKY HILLS VIKING","ISH ENERGY LTD."
"3087","91/03-15-026-19W3/0","191031502619W300",51.216734,-108.5863221,696.32,1438,2012-03-13,2012-02-18,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3088","91/03-15-029-23W3/0","191031502923W300",51.4833163,-109.1582452,715.71,1452,2015-01-09,2014-12-20,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3089","91/03-15-032-25W3/0","191031503225W300",51.7443747,-109.4677771,710.49,1455,2014-12-11,2014-11-12,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3090","91/03-16-030-24W3/0","191031603024W300",51.5704177,-109.3211504,711.61,1420,2012-07-21,2012-07-11,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"3091","91/03-18-031-19W3/0","191031803119W300",51.6500748,-108.7005207,689.86,1526,2015-08-25,2015-06-16,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"3092","91/03-23-030-21W3/0","191032303021W300",51.5846209,-108.8535042,704.35,1419.7,2012-06-05,2012-05-17,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"3093","91/03-24-032-23W3/0","191032403223W300",51.7541135,-109.1484574,675.77,1476,2015-06-12,2015-02-25,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3094","91/03-26-032-27W3/0","191032603227W300",51.76614,-109.7388466,763.52,1502,2015-05-03,2015-02-15,"Horizontal","HOOSIER NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3095","91/03-28-030-23W3/0","191032803023W300",51.5994549,-109.1806577,714,1426.5,2011-07-13,2011-07-02,"Horizontal","LUCKY HILLS VIKING","SPARTAN ENERGY CORP."
"3096","91/03-33-025-14W3/0","191033302514W300",51.1683158,-107.9126615,575.44,1352.5,2015-12-03,2015-10-30,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3097","91/03-33-029-25W3/0","191033302925W300",51.5203373,-109.4758133,747.42,1547,2015-08-31,2015-08-24,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"3098","91/03-33-029-27W3/0","191033302927W300",51.5201749,-109.7277345,747.97,1780,2014-11-14,2014-10-25,"Horizontal","VIKING SAND","NOVUS ENERGY LTD."
"3099","91/04-03-030-24W3/0","191040303024W300",51.5409025,-109.3050218,709.33,1384,2014-02-28,2014-02-03,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3100","91/04-04-032-26W3/0","191040403226W300",51.715478,-109.6403533,755.96,1494,2014-01-16,2013-10-24,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"3101","91/04-06-030-25W3/0","191040603025W300",51.5422627,-109.5172325,734.02,1630,2012-10-17,2012-08-19,"Horizontal","WHITESIDE VIKING","TAMARACK ACQUISITION CORP."
"3102","91/04-12-025-16W3/0","191041202516W300",51.1187809,-108.1172945,624.43,1436,2012-10-24,2012-08-31,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3103","91/04-13-025-16W3/0","191041302516W300",51.1187802,-108.1174373,651.29,1376,2012-11-23,2012-09-04,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3104","91/04-19-028-17W3/0","191041902817W300",51.4107074,-108.3900556,647.6,1446,2014-12-07,2014-11-23,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3105","91/04-20-028-17W3/0","191042002817W300",51.4101008,-108.3655818,669.49,1415,2013-01-03,2012-09-15,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3106","91/04-28-028-17W3/0","191042802817W300",51.4183236,-108.332591,658.6,1436,2014-12-15,2014-11-30,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3107","91/04-28-029-23W3/0","191042802923W300",51.5125501,-109.1879784,708.84,1460,2014-02-16,2014-01-30,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3108","91/04-36-031-19W3/0","191043603119W300",51.7012816,-108.5745835,658.5,1476,2014-02-18,2013-12-03,"Horizontal","DODSLAND VIKING","NAL RESOURCES LIMITED"
"3109","91/05-02-033-19W3/0","191050203319W300",51.7929927,-108.5996207,592.53,1346,2013-10-04,2013-09-18,"Horizontal","PLENTY VIKING SAND","TEINE ENERGY LTD."
"3110","91/05-09-024-15W3/0","191050902415W300",51.0348956,-108.0465003,630.4,1346,2011-07-10,2011-03-01,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3111","91/05-10-030-24W3/0","191051003024W300",51.5467114,-109.3038549,708.47,1440,2014-03-13,2014-02-07,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3112","91/05-14-028-23W3/0","191051402823W300",51.3861243,-109.143143,719.02,1498,2012-12-21,2012-11-07,"Horizontal","VERENDRYE VIKING SAND","ISH ENERGY LTD."
"3113","91/06-10-030-24W3/0","191061003024W300",51.5463605,-109.2990987,720.01,1457,2014-11-14,2014-09-24,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3114","91/05-16-030-22W3/0","191051603022W300",51.5675731,-109.0357569,734.49,1526,2010-12-21,2010-10-13,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3115","91/05-17-024-14W3/0","191051702414W300",51.0447081,-107.91932,650.02,1463,2011-11-03,2011-10-04,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3116","91/05-19-024-14W3/0","191051902414W300",51.0511823,-107.9544531,689.22,1443,2014-06-07,2014-05-25,"Horizontal","ELROSE SOUTH VIKING","RAGING RIVER EXPLORATION INC."
"3117","91/05-19-030-24W3/0","191051903024W300",51.5812614,-109.3649664,673.25,1393,2011-10-08,2011-07-04,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"3118","91/05-20-028-17W3/0","191052002817W300",51.4175324,-108.368179,652.2,1600,2011-09-22,2011-08-21,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3119","91/05-23-025-14W3/0","191052302514W300",51.1387246,-107.8616021,623.27,1327,2014-06-06,2014-05-28,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3120","91/05-23-029-21W3/0","191052302921W300",51.4944304,-108.8482845,745.11,1513.5,2015-11-25,2015-10-26,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3121","91/05-23-029-23W3/0","191052302923W300",51.494262,-109.1305204,741.89,1458,2014-09-04,2014-08-13,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3122","91/05-28-033-22W3/0","191052803322W300",51.851048,-109.0717719,676.03,1441,2014-02-03,2014-01-22,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3123","91/05-32-026-19W3/0","191053202619W300",51.2552986,-108.6280386,702.6,1425,2013-01-08,2012-12-01,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3124","91/06-02-025-16W3/0","191060202516W300",51.1013878,-108.1284552,616.2,1119,2010-10-20,2010-08-29,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3125","91/06-06-033-28W3/0","191060603328W300",51.7865335,-109.9589366,745.59,2249.6,2015-06-07,2015-05-29,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3126","91/06-09-032-23W3/0","191060903223W300",51.7259418,-109.218558,737.16,1563,2013-11-18,2013-10-30,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3127","91/06-09-033-24W3/0","191060903324W300",51.807203,-109.3534383,730.86,1520,2013-12-17,2013-12-05,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3128","91/06-11-031-18W3/0","191061103118W300",51.639596,-108.4629473,702.75,1518,2014-11-09,2014-10-18,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"3129","91/06-14-032-24W3/0","191061403224W300",51.7278991,-109.3008525,718.43,2258,2010-04-29,2010-03-14,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"3130","91/06-15-033-23W3/0","191061503323W300",51.8278084,-109.197052,700.21,1602,2014-03-20,2014-03-05,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3131","91/06-17-032-23W3/0","191061703223W300",51.7386728,-109.2422639,735.28,1541,2013-08-22,2013-08-09,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3132","91/06-19-032-23W3/0","191061903223W300",51.7531075,-109.2658248,732.06,1555,2013-08-31,2013-08-12,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3133","91/06-22-033-23W3/0","191062203323W300",51.8430483,-109.1956031,706.58,1524,2014-07-14,2014-06-30,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3134","91/06-23-024-15W3/0","191062302415W300",51.0591597,-108.0047375,650.03,1419,2011-10-27,2011-10-05,"Horizontal","ELROSE SOUTH VIKING","NAL RESOURCES LIMITED"
"3135","91/06-24-031-23W3/0","191062403123W300",51.6731054,-109.1255057,717.29,1580,2014-07-04,2014-06-15,"Horizontal","EUREKA VIKING","RAGING RIVER EXPLORATION INC."
"3136","91/06-25-030-26W3/0","191062503026W300",51.5903939,-109.5320306,757.22,1509,2010-11-13,2010-10-19,"Horizontal","SMILEY DEWAR VIKING","NOVUS ENERGY LTD."
"3137","91/06-27-024-15W3/0","191062702415W300",51.0660857,-108.018189,1412,1412,2015-11-01,2015-10-16,"Horizontal","ELROSE SOUTH VIKING","RAGING RIVER EXPLORATION INC."
"3138","91/06-28-024-14W3/0","191062802414W300",51.0734041,-107.8888254,641,1389,2013-11-08,2013-09-20,"Horizontal","FORGAN WEST VIKING","NAL RESOURCES LIMITED"
"3139","91/06-30-030-20W3/0","191063003020W300",51.5893068,-108.807166,696.55,1485,2010-11-10,2010-10-08,"Horizontal","DODSLAND VIKING","NOVUS ENERGY LTD."
"3140","91/06-31-030-18W3/0","191063103018W300",51.6107993,-108.535748,735.07,1442,2011-12-16,2011-09-18,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3141","91/06-31-031-25W3/0","191063103125W300",51.6967698,-109.5492865,770.2,1506,2014-01-20,2013-09-18,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"3142","91/06-33-029-27W3/0","191063302927W300",51.5237702,-109.7277285,744.06,1777,2014-11-13,2014-10-27,"Horizontal","VIKING SAND","NOVUS ENERGY LTD."
"3143","02/08-28-032-19W3/0","102082803219W300",51.7706149,-108.644119,633.3,1712,2017-11-16,2017-08-13,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"3144","02/12-20-029-22W3/0","102122002922W300",51.4976801,-109.0598863,739.29,1474,2016-11-21,2016-09-11,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3145","02/16-28-032-19W3/0","102162803219W300",51.7776515,-108.6450074,616.97,1735,2017-11-16,2017-08-26,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"3146","03/06-13-031-22W3/0","103061303122W300",51.6543194,-108.977698,679.91,1788,2016-09-01,2016-07-23,"Horizontal","DODSLAND VIKING","RAGING RIVER EXPLORATION INC."
"3147","07/11-22-029-22W3/0","107112202922W300",51.5048396,-109.0185563,739.84,1494,2017-05-20,2017-03-05,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"3148","91/07-18-029-20W3/0","191071802920W300",51.490107,-108.8009984,712.82,1639,2014-11-01,2014-10-17,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3149","91/07-21-032-23W3/0","191072103223W300",51.7500487,-109.2173333,732.42,1768,2014-01-29,2014-01-13,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3150","91/07-29-029-24W3/0","191072902924W300",51.5081023,-109.329098,718.18,1483,2014-07-21,2014-07-10,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"3151","91/08-12-030-26W3/0","191081203026W300",51.5590502,-109.520836,741.07,1547,2011-06-28,2011-06-16,"Horizontal","WHITESIDE VIKING","WHITECAP RESOURCES INC."
"3152","91/08-16-030-22W3/0","191081603022W300",51.5674423,-109.0398624,735.45,1449,2010-11-01,2010-10-06,"Horizontal","AVON HILL VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3153","91/08-17-026-18W3/0","191081702618W300",51.2173731,-108.4825068,681.18,1476,2014-06-05,2014-02-18,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3154","91/08-22-033-23W3/0","191082203323W300",51.8414446,-109.184621,701.06,1525,2014-09-01,2014-08-21,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3155","91/09-06-033-19W3/0","191090603319W300",51.8032376,-108.6871011,620.39,1394,2014-09-08,2014-06-13,"Horizontal","PLENTY VIKING SAND","NAL RESOURCES LIMITED"
"3156","91/09-07-032-23W3/0","191090703223W300",51.7383459,-109.2472003,744.99,1551,2015-10-17,2015-10-03,"Horizontal","KERROBERT VIKING","SPARTAN ENERGY CORP."
"3157","91/09-18-030-24W3/0","191091803024W300",51.5713451,-109.368213,687.06,1427,2013-12-21,2013-11-30,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"3158","91/09-23-026-19W3/0","191092302619W300",51.2364142,-108.5513914,701.81,1458,2014-12-14,2014-11-27,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3159","91/09-25-033-24W3/0","191092503324W300",51.8615025,-109.2771854,695.17,1447,2015-10-16,2015-10-07,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"3160","91/10-02-024-15W3/0","191100202415W300",51.0240157,-107.9826677,642.73,1293,2013-11-06,2013-09-13,"Horizontal","VIKING SAND","NAL RESOURCES LIMITED"
"3161","91/10-02-032-26W3/0","191100203226W300",51.7227286,-109.5784865,753.75,1490,2013-11-01,2013-09-29,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"3162","91/10-07-031-18W3/0","191100703118W300",51.6433038,-108.5281246,695.33,1521,2014-09-25,2014-09-01,"Horizontal","DODSLAND VIKING","CRESCENT POINT RESOURCES PARTNERSHIP"
"3163","91/10-15-029-21W3/0","191101502921W300",51.4898097,-108.871496,744.15,1412,2014-02-09,2014-01-30,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3164","91/10-20-031-19W3/0","191102003119W300",51.6785547,-108.6558801,691.53,1419,2012-02-27,2012-02-17,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"3165","91/10-21-029-24W3/0","191102102924W300",51.504997,-109.3171012,717.92,1440,2013-10-19,2013-10-07,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3166","91/10-25-025-18W3/0","191102502518W300",51.1702319,-108.3811722,699.2,1522,2015-06-15,2015-06-07,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3167","91/10-26-032-20W3/0","191102603220W300",51.7738374,-108.7182044,635.59,1413,2013-09-29,2013-09-16,"Horizontal","DODSLAND NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3168","91/10-27-033-23W3/0","191102703323W300",51.8621645,-109.1671999,708.21,1444,2014-02-22,2014-02-08,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"3169","91/10-28-029-20W3/0","191102802920W300",51.5193869,-108.754261,742.22,1463,2015-06-11,2014-07-15,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3170","91/11-04-033-23W3/0","191110403323W300",51.7955809,-109.2143514,716.14,1518,2015-12-07,2015-11-28,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3171","91/11-16-030-26W3/0","191111603026W300",51.5774327,-109.6025205,739.11,1440,2010-12-17,2010-11-27,"Horizontal","VIKING SAND","NOVUS ENERGY LTD."
"3172","91/11-17-028-17W3/0","191111702817W300",51.402806,-108.3613785,665.25,1415,2014-10-21,2014-10-10,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3173","91/11-22-026-19W3/0","191112202619W300",51.2427362,-108.5800465,711.66,1582,2014-10-23,2014-09-22,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3174","91/11-26-026-19W3/0","191112602619W300",51.2507003,-108.56296,697.82,1409,2013-10-29,2013-10-10,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3175","91/11-29-026-19W3/0","191112902619W300",51.2574783,-108.6227834,702.92,1438,2012-12-03,2012-11-21,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3176","91/11-30-029-24W3/0","191113002924W300",51.5195757,-109.370046,718.88,1441,2013-12-23,2013-12-14,"Horizontal","WHITESIDE VIKING","RAGING RIVER EXPLORATION INC."
"3177","91/11-34-029-20W3/0","191113402920W300",51.5343275,-108.7358303,751.08,1506,2013-10-30,2013-10-11,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3178","91/11-34-032-20W3/0","191113403220W300",51.789581,-108.7695366,635.85,1359,2011-08-06,2011-07-18,"Horizontal","PLENTY VIKING SAND","NOVUS ENERGY LTD."
"3179","91/12-09-030-21W3/0","191120903021W300",51.5627741,-108.9060818,691.34,1453,2012-09-06,2012-08-19,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"3180","91/12-10-030-23W3/0","191121003023W300",51.5567232,-109.154283,715.26,1443,2011-02-06,2010-11-06,"Horizontal","VIKING SAND","CRESCENT POINT RESOURCES PARTNERSHIP"
"3181","91/12-17-028-17W3/0","191121702817W300",51.4032678,-108.3656638,663.25,1496,2014-11-03,2014-10-17,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3182","91/12-19-026-18W3/0","191121902618W300",51.2427829,-108.5098109,691.52,1438.5,2012-04-24,2012-02-27,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3183","91/12-24-025-15W3/0","191122402515W300",51.1561163,-107.9768253,633.59,1461,2013-03-21,2013-02-16,"Horizontal","ELROSE VIKING SAND","NAL RESOURCES LIMITED"
"3184","91/12-25-029-23W3/0","191122502923W300",51.519639,-109.1177031,732.53,1456,2014-09-14,2014-08-16,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3185","91/12-33-025-18W3/0","191123302518W300",51.1843969,-108.4626755,684.33,1419,2012-01-14,2011-12-18,"Horizontal","PLATO VIKING","TEINE ENERGY LTD."
"3186","91/12-35-030-22W3/0","191123503022W300",51.6157543,-108.9900498,679.4,1388,2010-05-15,2010-03-15,"Horizontal","DODSLAND VIKING","SPARTAN ENERGY CORP."
"3187","91/12-35-031-21W3/0","191123503121W300",51.6955127,-108.8844185,686.34,1173,2009-09-26,2009-09-02,"Horizontal","DODSLAND NORTH VIKING","PELE ENERGY INC."
"3188","91/12-35-032-24W3/0","191123503224W300",51.789609,-109.2986052,723.18,1396,2011-09-07,2011-07-12,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3189","91/13-04-030-23W3/0","191130403023W300",51.5387402,-109.1880606,714.41,1498,2013-02-26,2013-02-23,"Horizontal","VIKING SAND","WHITECAP RESOURCES INC."
"3190","91/13-08-026-18W3/0","191130802618W300",51.2104477,-108.4785526,686.04,1417,2013-08-13,2013-07-16,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3191","91/13-08-030-20W3/0","191130803020W300",51.559994,-108.7790472,700.52,1418,2011-06-15,2011-06-01,"Horizontal","DODSLAND VIKING","TEINE ENERGY LTD."
"3192","91/13-13-031-18W3/0","191131303118W300",51.6550071,-108.4336856,686.39,1464,2014-11-17,2014-10-23,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3193","91/13-14-024-15W3/0","191131402415W300",51.0510792,-107.9779403,657.21,1975,2011-01-20,2010-12-05,"Horizontal","ELROSE SOUTH VIKING","NAL RESOURCES LIMITED"
"3194","91/13-15-033-24W3/0","191131503324W300",51.8356977,-109.321091,713.7,1524,2015-10-21,2015-10-11,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"3195","02/11-24-029-26W3/0","102112402926W300",51.5011258,-109.5447818,778.39,1633,2017-06-01,2017-01-20,"Horizontal","WHITESIDE VIKING","NOVUS ENERGY LTD."
"3196","02/12-21-029-21W3/0","102122102921W300",51.5049326,-108.9061606,736.25,1484,2017-01-11,2016-12-14,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"3197","02/14-05-030-21W3/0","102140503021W300",51.5388416,-108.9251503,705.34,1550,2016-11-19,2016-11-04,"Horizontal","AVON HILL VIKING","TEINE ENERGY LTD."
"3198","02/16-14-032-23W3/0","102161403223W300",51.7422306,-109.1487971,679.05,1496,2017-06-02,2017-05-20,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"3199","91/11-05-032-23W3/0","191110503223W300",51.722937,-109.230998,740.95,1496,2015-10-31,2015-10-10,"Horizontal","KERROBERT VIKING","RAGING RIVER EXPLORATION INC."
"3200","02/16-15-029-22W3/0","102161502922W300",51.4808335,-109.0065466,746.72,1485,2017-08-21,2017-08-12,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"3201","02/16-15-032-23W3/0","102161503223W300",51.7411303,-109.1747082,712.18,1544,2017-03-07,2017-02-15,"Horizontal","KERROBERT VIKING","TEINE ENERGY LTD."
"3202","02/16-18-026-19W3/0","102161802619W300",51.2252025,-108.6457348,722.89,1489,2017-05-29,2017-05-17,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3203","02/16-19-032-25W3/0","102161903225W300",51.7563352,-109.5283141,719.59,1450.5,2017-10-24,2017-09-05,"Horizontal","PRAIRIEDALE VIKING SAND","ISH ENERGY LTD."
"3204","08/11-22-029-22W3/0","108112202922W300",51.5048396,-109.0192764,739.43,1456,2017-05-21,2017-03-07,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"3205","09/11-22-029-22W3/0","109112202922W300",51.5048396,-109.0189164,738.08,1490,2017-05-21,2017-03-09,"Horizontal","AVON HILL VIKING","RAGING RIVER EXPLORATION INC."
"3206","91/11-30-032-19W3/0","191113003219W300",51.7751903,-108.6752749,621.02,1256,2013-08-16,2013-03-03,"Horizontal","DODSLAND NORTH VIKING","NAL RESOURCES LIMITED"
"3207","91/07-03-033-24W3/0","191070303324W300",51.7974303,-109.3095424,724.14,1493,2014-07-14,2014-06-17,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3208","91/07-11-033-23W3/0","191071103323W300",51.8110301,-109.1650826,708.41,1524,2014-11-13,2014-10-25,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3209","91/07-05-026-18W3/0","191070502618W300",51.1820522,-108.4727677,691.47,1536,2015-09-28,2015-09-21,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3210","91/07-06-026-18W3/0","191070602618W300",51.1823874,-108.4962193,699.49,1446,2015-09-14,2015-08-22,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3211","91/07-09-032-23W3/0","191070903223W300",51.7256248,-109.1901794,740.16,1596,2015-02-21,2015-01-17,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3212","91/09-24-026-19W3/0","191092402619W300",51.2363081,-108.5281274,696.01,1434,2014-02-18,2014-01-16,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3213","91/10-22-025-14W3/0","191102202514W300",51.1550997,-107.8728866,623.89,1364,2012-06-06,2012-05-17,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3214","91/07-09-033-24W3/0","191070903324W300",51.8071681,-109.3423895,721.06,1550,2014-02-01,2014-01-17,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3215","91/10-08-031-18W3/0","191100803118W300",51.6450949,-108.5050739,698.74,1498,2015-11-01,2015-09-25,"Horizontal","DODSLAND VIKING","NAL RESOURCES LIMITED"
"3216","91/07-10-033-21W3/0","191071003321W300",51.8072109,-108.8945705,655.79,1454,2014-11-19,2014-10-11,"Horizontal","PLENTY VIKING SAND","NAL RESOURCES LIMITED"
"3217","91/07-13-025-15W3/0","191071302515W300",51.1229077,-107.9730159,725.28,1665,2012-03-27,2011-12-19,"Horizontal","ELROSE VIKING SAND","NAL RESOURCES LIMITED"
"3218","91/07-14-024-14W3/2","191071402414W302",51.0455873,-107.8608758,700.51,1574,2015-02-07,2014-12-06,"Horizontal","FORGAN WEST VIKING","NAL RESOURCES LIMITED"
"3219","91/08-18-032-23W3/0","191081803223W300",51.7405669,-109.2539571,743.33,1541,2013-08-25,2013-08-05,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3220","91/10-15-026-19W3/0","191101502619W300",51.2278561,-108.5701109,707.53,1457,2016-01-22,2016-01-13,"Horizontal","PLATO NORTH VIKING","TEINE ENERGY LTD."
"3221","91/07-16-030-25W3/0","191071603025W300",51.5679809,-109.4744844,725.11,1685,2011-02-03,2011-01-12,"Horizontal","WHITESIDE VIKING","TEINE ENERGY LTD."
"3222","91/07-20-028-17W3/0","191072002817W300",51.4172974,-108.3558361,664.13,1564,2012-03-09,2012-01-20,"Horizontal","VIKING SAND","AUDAX INVESTMENTS LTD."
"3223","91/07-23-024-15W3/0","191072302415W300",51.0578873,-107.9774459,687.01,1484,2011-10-18,2011-09-27,"Horizontal","ELROSE SOUTH VIKING","NAL RESOURCES LIMITED"
"3224","91/12-03-026-18W3/0","191120302618W300",51.192703,-108.4320877,680.6,1409,2014-07-29,2014-07-05,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3225","91/07-25-025-18W3/0","191072502518W300",51.1517905,-108.3872095,671.57,1529,2015-05-31,2015-05-21,"Horizontal","VIKING SAND","TEINE ENERGY LTD."
"3226","91/07-25-031-27W3/0","191072503127W300",51.6832535,-109.6864007,728.73,1520,2015-05-09,2015-02-07,"Horizontal","VIKING SAND","RAGING RIVER EXPLORATION INC."
"3227","91/07-27-032-24W3/0","191072703224W300",51.7680202,-109.3091168,725.75,1540,2013-07-08,2013-06-19,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
"3228","91/07-28-026-19W3/0","191072802619W300",51.2475361,-108.5815413,705.22,1541,2015-09-04,2015-08-14,"Horizontal","PLATO NORTH VIKING","RAGING RIVER EXPLORATION INC."
"3229","91/07-28-032-23W3/0","191072803223W300",51.7763363,-109.1911984,725.38,1491,2013-07-24,2013-07-09,"Horizontal","KERROBERT VIKING","WHITECAP RESOURCES INC."
